query_def_tech_label,top_def_tech_label,def_tactic_label,def_tactic_rel_label,def_tech_label,def_artifact_rel_label,def_artifact_label,off_artifact_label,off_artifact_rel_label,off_tech_label,off_tech_id,off_tech_parent_label,off_tech_parent_is_toplevel,off_tactic_rel_label,off_tactic_label,def_tactic,def_tactic_rel,def_tech,def_artifact_rel,def_artifact,off_artifact,off_artifact_rel,off_tech,off_tech_parent,off_tactic_rel,off_tactic
Decoy File,Decoy Object,Deceive,enables,Decoy File,spoofs,File,Shared Library File,accesses,VDSO Hijacking,T1055.014,Process Injection,false,enables,Defense Evasion,http://d3fend.mitre.org/ontologies/d3fend.owl#Deceive,http://d3fend.mitre.org/ontologies/d3fend.owl#enables,http://d3fend.mitre.org/ontologies/d3fend.owl#DecoyFile,http://d3fend.mitre.org/ontologies/d3fend.owl#spoofs,http://d3fend.mitre.org/ontologies/d3fend.owl#File,http://d3fend.mitre.org/ontologies/d3fend.owl#SharedLibraryFile,http://d3fend.mitre.org/ontologies/d3fend.owl#accesses,http://d3fend.mitre.org/ontologies/d3fend.owl#T1055.014,http://d3fend.mitre.org/ontologies/d3fend.owl#T1055,http://d3fend.mitre.org/ontologies/d3fend.owl#enables,http://d3fend.mitre.org/ontologies/d3fend.owl#TA0005
Decoy File,Decoy Object,Deceive,enables,Decoy File,spoofs,File,Shared Library File,loads,Dynamic-link Library Injection,T1055.001,Process Injection,false,enables,Defense Evasion,http://d3fend.mitre.org/ontologies/d3fend.owl#Deceive,http://d3fend.mitre.org/ontologies/d3fend.owl#enables,http://d3fend.mitre.org/ontologies/d3fend.owl#DecoyFile,http://d3fend.mitre.org/ontologies/d3fend.owl#spoofs,http://d3fend.mitre.org/ontologies/d3fend.owl#File,http://d3fend.mitre.org/ontologies/d3fend.owl#SharedLibraryFile,http://d3fend.mitre.org/ontologies/d3fend.owl#loads,http://d3fend.mitre.org/ontologies/d3fend.owl#T1055.001,http://d3fend.mitre.org/ontologies/d3fend.owl#T1055,http://d3fend.mitre.org/ontologies/d3fend.owl#enables,http://d3fend.mitre.org/ontologies/d3fend.owl#TA0005
Decoy File,Decoy Object,Deceive,enables,Decoy File,spoofs,File,Shared Library File,adds,Dynamic-link Library Injection,T1055.001,Process Injection,false,enables,Defense Evasion,http://d3fend.mitre.org/ontologies/d3fend.owl#Deceive,http://d3fend.mitre.org/ontologies/d3fend.owl#enables,http://d3fend.mitre.org/ontologies/d3fend.owl#DecoyFile,http://d3fend.mitre.org/ontologies/d3fend.owl#spoofs,http://d3fend.mitre.org/ontologies/d3fend.owl#File,http://d3fend.mitre.org/ontologies/d3fend.owl#SharedLibraryFile,http://d3fend.mitre.org/ontologies/d3fend.owl#adds,http://d3fend.mitre.org/ontologies/d3fend.owl#T1055.001,http://d3fend.mitre.org/ontologies/d3fend.owl#T1055,http://d3fend.mitre.org/ontologies/d3fend.owl#enables,http://d3fend.mitre.org/ontologies/d3fend.owl#TA0005
Decoy File,Decoy Object,Deceive,enables,Decoy File,spoofs,File,Shared Library File,loads,Dynamic-link Library Injection,T1055.001,Process Injection,false,enables,Privilege Escalation,http://d3fend.mitre.org/ontologies/d3fend.owl#Deceive,http://d3fend.mitre.org/ontologies/d3fend.owl#enables,http://d3fend.mitre.org/ontologies/d3fend.owl#DecoyFile,http://d3fend.mitre.org/ontologies/d3fend.owl#spoofs,http://d3fend.mitre.org/ontologies/d3fend.owl#File,http://d3fend.mitre.org/ontologies/d3fend.owl#SharedLibraryFile,http://d3fend.mitre.org/ontologies/d3fend.owl#loads,http://d3fend.mitre.org/ontologies/d3fend.owl#T1055.001,http://d3fend.mitre.org/ontologies/d3fend.owl#T1055,http://d3fend.mitre.org/ontologies/d3fend.owl#enables,http://d3fend.mitre.org/ontologies/d3fend.owl#TA0004
Decoy File,Decoy Object,Deceive,enables,Decoy File,spoofs,File,Shared Library File,adds,Dynamic-link Library Injection,T1055.001,Process Injection,false,enables,Privilege Escalation,http://d3fend.mitre.org/ontologies/d3fend.owl#Deceive,http://d3fend.mitre.org/ontologies/d3fend.owl#enables,http://d3fend.mitre.org/ontologies/d3fend.owl#DecoyFile,http://d3fend.mitre.org/ontologies/d3fend.owl#spoofs,http://d3fend.mitre.org/ontologies/d3fend.owl#File,http://d3fend.mitre.org/ontologies/d3fend.owl#SharedLibraryFile,http://d3fend.mitre.org/ontologies/d3fend.owl#adds,http://d3fend.mitre.org/ontologies/d3fend.owl#T1055.001,http://d3fend.mitre.org/ontologies/d3fend.owl#T1055,http://d3fend.mitre.org/ontologies/d3fend.owl#enables,http://d3fend.mitre.org/ontologies/d3fend.owl#TA0004
Decoy File,Decoy Object,Deceive,enables,Decoy File,spoofs,File,Object File,may-add,Portable Executable Injection,T1055.002,Process Injection,false,enables,Privilege Escalation,http://d3fend.mitre.org/ontologies/d3fend.owl#Deceive,http://d3fend.mitre.org/ontologies/d3fend.owl#enables,http://d3fend.mitre.org/ontologies/d3fend.owl#DecoyFile,http://d3fend.mitre.org/ontologies/d3fend.owl#spoofs,http://d3fend.mitre.org/ontologies/d3fend.owl#File,http://d3fend.mitre.org/ontologies/d3fend.owl#ObjectFile,http://d3fend.mitre.org/ontologies/d3fend.owl#may-add,http://d3fend.mitre.org/ontologies/d3fend.owl#T1055.002,http://d3fend.mitre.org/ontologies/d3fend.owl#T1055,http://d3fend.mitre.org/ontologies/d3fend.owl#enables,http://d3fend.mitre.org/ontologies/d3fend.owl#TA0004
Decoy File,Decoy Object,Deceive,enables,Decoy File,spoofs,File,Executable Binary,may-add,Thread Execution Hijacking,T1055.003,Process Injection,false,enables,Privilege Escalation,http://d3fend.mitre.org/ontologies/d3fend.owl#Deceive,http://d3fend.mitre.org/ontologies/d3fend.owl#enables,http://d3fend.mitre.org/ontologies/d3fend.owl#DecoyFile,http://d3fend.mitre.org/ontologies/d3fend.owl#spoofs,http://d3fend.mitre.org/ontologies/d3fend.owl#File,http://d3fend.mitre.org/ontologies/d3fend.owl#ExecutableBinary,http://d3fend.mitre.org/ontologies/d3fend.owl#may-add,http://d3fend.mitre.org/ontologies/d3fend.owl#T1055.003,http://d3fend.mitre.org/ontologies/d3fend.owl#T1055,http://d3fend.mitre.org/ontologies/d3fend.owl#enables,http://d3fend.mitre.org/ontologies/d3fend.owl#TA0004
Decoy File,Decoy Object,Deceive,enables,Decoy File,spoofs,File,Operating System File,accesses,Proc Memory,T1055.009,Process Injection,false,enables,Privilege Escalation,http://d3fend.mitre.org/ontologies/d3fend.owl#Deceive,http://d3fend.mitre.org/ontologies/d3fend.owl#enables,http://d3fend.mitre.org/ontologies/d3fend.owl#DecoyFile,http://d3fend.mitre.org/ontologies/d3fend.owl#spoofs,http://d3fend.mitre.org/ontologies/d3fend.owl#File,http://d3fend.mitre.org/ontologies/d3fend.owl#OperatingSystemFile,http://d3fend.mitre.org/ontologies/d3fend.owl#accesses,http://d3fend.mitre.org/ontologies/d3fend.owl#T1055.009,http://d3fend.mitre.org/ontologies/d3fend.owl#T1055,http://d3fend.mitre.org/ontologies/d3fend.owl#enables,http://d3fend.mitre.org/ontologies/d3fend.owl#TA0004
Decoy File,Decoy Object,Deceive,enables,Decoy File,spoofs,File,Operating System File,may-modify,Proc Memory,T1055.009,Process Injection,false,enables,Privilege Escalation,http://d3fend.mitre.org/ontologies/d3fend.owl#Deceive,http://d3fend.mitre.org/ontologies/d3fend.owl#enables,http://d3fend.mitre.org/ontologies/d3fend.owl#DecoyFile,http://d3fend.mitre.org/ontologies/d3fend.owl#spoofs,http://d3fend.mitre.org/ontologies/d3fend.owl#File,http://d3fend.mitre.org/ontologies/d3fend.owl#OperatingSystemFile,http://d3fend.mitre.org/ontologies/d3fend.owl#may-modify,http://d3fend.mitre.org/ontologies/d3fend.owl#T1055.009,http://d3fend.mitre.org/ontologies/d3fend.owl#T1055,http://d3fend.mitre.org/ontologies/d3fend.owl#enables,http://d3fend.mitre.org/ontologies/d3fend.owl#TA0004
Decoy File,Decoy Object,Deceive,enables,Decoy File,spoofs,File,Shared Library File,accesses,VDSO Hijacking,T1055.014,Process Injection,false,enables,Privilege Escalation,http://d3fend.mitre.org/ontologies/d3fend.owl#Deceive,http://d3fend.mitre.org/ontologies/d3fend.owl#enables,http://d3fend.mitre.org/ontologies/d3fend.owl#DecoyFile,http://d3fend.mitre.org/ontologies/d3fend.owl#spoofs,http://d3fend.mitre.org/ontologies/d3fend.owl#File,http://d3fend.mitre.org/ontologies/d3fend.owl#SharedLibraryFile,http://d3fend.mitre.org/ontologies/d3fend.owl#accesses,http://d3fend.mitre.org/ontologies/d3fend.owl#T1055.014,http://d3fend.mitre.org/ontologies/d3fend.owl#T1055,http://d3fend.mitre.org/ontologies/d3fend.owl#enables,http://d3fend.mitre.org/ontologies/d3fend.owl#TA0004
Decoy File,Decoy Object,Deceive,enables,Decoy File,spoofs,File,Operating System Log File,modifies,Clear Linux or Mac System Logs,T1070.002,Indicator Removal,false,enables,Defense Evasion,http://d3fend.mitre.org/ontologies/d3fend.owl#Deceive,http://d3fend.mitre.org/ontologies/d3fend.owl#enables,http://d3fend.mitre.org/ontologies/d3fend.owl#DecoyFile,http://d3fend.mitre.org/ontologies/d3fend.owl#spoofs,http://d3fend.mitre.org/ontologies/d3fend.owl#File,http://d3fend.mitre.org/ontologies/d3fend.owl#OperatingSystemLogFile,http://d3fend.mitre.org/ontologies/d3fend.owl#modifies,http://d3fend.mitre.org/ontologies/d3fend.owl#T1070.002,http://d3fend.mitre.org/ontologies/d3fend.owl#T1070,http://d3fend.mitre.org/ontologies/d3fend.owl#enables,http://d3fend.mitre.org/ontologies/d3fend.owl#TA0005
Decoy File,Decoy Object,Deceive,enables,Decoy File,spoofs,File,File,deletes,File Deletion,T1070.004,Indicator Removal,false,enables,Defense Evasion,http://d3fend.mitre.org/ontologies/d3fend.owl#Deceive,http://d3fend.mitre.org/ontologies/d3fend.owl#enables,http://d3fend.mitre.org/ontologies/d3fend.owl#DecoyFile,http://d3fend.mitre.org/ontologies/d3fend.owl#spoofs,http://d3fend.mitre.org/ontologies/d3fend.owl#File,http://d3fend.mitre.org/ontologies/d3fend.owl#File,http://d3fend.mitre.org/ontologies/d3fend.owl#deletes,http://d3fend.mitre.org/ontologies/d3fend.owl#T1070.004,http://d3fend.mitre.org/ontologies/d3fend.owl#T1070,http://d3fend.mitre.org/ontologies/d3fend.owl#enables,http://d3fend.mitre.org/ontologies/d3fend.owl#TA0005
Decoy File,Decoy Object,Deceive,enables,Decoy File,spoofs,File,File,may-modify,File Deletion,T1070.004,Indicator Removal,false,enables,Defense Evasion,http://d3fend.mitre.org/ontologies/d3fend.owl#Deceive,http://d3fend.mitre.org/ontologies/d3fend.owl#enables,http://d3fend.mitre.org/ontologies/d3fend.owl#DecoyFile,http://d3fend.mitre.org/ontologies/d3fend.owl#spoofs,http://d3fend.mitre.org/ontologies/d3fend.owl#File,http://d3fend.mitre.org/ontologies/d3fend.owl#File,http://d3fend.mitre.org/ontologies/d3fend.owl#may-modify,http://d3fend.mitre.org/ontologies/d3fend.owl#T1070.004,http://d3fend.mitre.org/ontologies/d3fend.owl#T1070,http://d3fend.mitre.org/ontologies/d3fend.owl#enables,http://d3fend.mitre.org/ontologies/d3fend.owl#TA0005
Decoy File,Decoy Object,Deceive,enables,Decoy File,spoofs,File,Operating System Configuration File,may-create,Systemd Service,T1543.002,Create or Modify System Process,false,enables,Persistence,http://d3fend.mitre.org/ontologies/d3fend.owl#Deceive,http://d3fend.mitre.org/ontologies/d3fend.owl#enables,http://d3fend.mitre.org/ontologies/d3fend.owl#DecoyFile,http://d3fend.mitre.org/ontologies/d3fend.owl#spoofs,http://d3fend.mitre.org/ontologies/d3fend.owl#File,http://d3fend.mitre.org/ontologies/d3fend.owl#OperatingSystemConfigurationFile,http://d3fend.mitre.org/ontologies/d3fend.owl#may-create,http://d3fend.mitre.org/ontologies/d3fend.owl#T1543.002,http://d3fend.mitre.org/ontologies/d3fend.owl#T1543,http://d3fend.mitre.org/ontologies/d3fend.owl#enables,http://d3fend.mitre.org/ontologies/d3fend.owl#TA0003
Decoy File,Decoy Object,Deceive,enables,Decoy File,spoofs,File,Operating System Configuration File,may-modify,Systemd Service,T1543.002,Create or Modify System Process,false,enables,Persistence,http://d3fend.mitre.org/ontologies/d3fend.owl#Deceive,http://d3fend.mitre.org/ontologies/d3fend.owl#enables,http://d3fend.mitre.org/ontologies/d3fend.owl#DecoyFile,http://d3fend.mitre.org/ontologies/d3fend.owl#spoofs,http://d3fend.mitre.org/ontologies/d3fend.owl#File,http://d3fend.mitre.org/ontologies/d3fend.owl#OperatingSystemConfigurationFile,http://d3fend.mitre.org/ontologies/d3fend.owl#may-modify,http://d3fend.mitre.org/ontologies/d3fend.owl#T1543.002,http://d3fend.mitre.org/ontologies/d3fend.owl#T1543,http://d3fend.mitre.org/ontologies/d3fend.owl#enables,http://d3fend.mitre.org/ontologies/d3fend.owl#TA0003
Decoy File,Decoy Object,Deceive,enables,Decoy File,spoofs,File,Property List File,modifies,Launch Daemon,T1543.004,Create or Modify System Process,false,enables,Persistence,http://d3fend.mitre.org/ontologies/d3fend.owl#Deceive,http://d3fend.mitre.org/ontologies/d3fend.owl#enables,http://d3fend.mitre.org/ontologies/d3fend.owl#DecoyFile,http://d3fend.mitre.org/ontologies/d3fend.owl#spoofs,http://d3fend.mitre.org/ontologies/d3fend.owl#File,http://d3fend.mitre.org/ontologies/d3fend.owl#PropertyListFile,http://d3fend.mitre.org/ontologies/d3fend.owl#modifies,http://d3fend.mitre.org/ontologies/d3fend.owl#T1543.004,http://d3fend.mitre.org/ontologies/d3fend.owl#T1543,http://d3fend.mitre.org/ontologies/d3fend.owl#enables,http://d3fend.mitre.org/ontologies/d3fend.owl#TA0003
Decoy File,Decoy Object,Deceive,enables,Decoy File,spoofs,File,Property List File,creates,Launch Agent,T1543.001,Create or Modify System Process,false,enables,Privilege Escalation,http://d3fend.mitre.org/ontologies/d3fend.owl#Deceive,http://d3fend.mitre.org/ontologies/d3fend.owl#enables,http://d3fend.mitre.org/ontologies/d3fend.owl#DecoyFile,http://d3fend.mitre.org/ontologies/d3fend.owl#spoofs,http://d3fend.mitre.org/ontologies/d3fend.owl#File,http://d3fend.mitre.org/ontologies/d3fend.owl#PropertyListFile,http://d3fend.mitre.org/ontologies/d3fend.owl#creates,http://d3fend.mitre.org/ontologies/d3fend.owl#T1543.001,http://d3fend.mitre.org/ontologies/d3fend.owl#T1543,http://d3fend.mitre.org/ontologies/d3fend.owl#enables,http://d3fend.mitre.org/ontologies/d3fend.owl#TA0004
Decoy File,Decoy Object,Deceive,enables,Decoy File,spoofs,File,Operating System Configuration File,may-create,Systemd Service,T1543.002,Create or Modify System Process,false,enables,Privilege Escalation,http://d3fend.mitre.org/ontologies/d3fend.owl#Deceive,http://d3fend.mitre.org/ontologies/d3fend.owl#enables,http://d3fend.mitre.org/ontologies/d3fend.owl#DecoyFile,http://d3fend.mitre.org/ontologies/d3fend.owl#spoofs,http://d3fend.mitre.org/ontologies/d3fend.owl#File,http://d3fend.mitre.org/ontologies/d3fend.owl#OperatingSystemConfigurationFile,http://d3fend.mitre.org/ontologies/d3fend.owl#may-create,http://d3fend.mitre.org/ontologies/d3fend.owl#T1543.002,http://d3fend.mitre.org/ontologies/d3fend.owl#T1543,http://d3fend.mitre.org/ontologies/d3fend.owl#enables,http://d3fend.mitre.org/ontologies/d3fend.owl#TA0004
Decoy File,Decoy Object,Deceive,enables,Decoy File,spoofs,File,Operating System Configuration File,may-modify,Systemd Service,T1543.002,Create or Modify System Process,false,enables,Privilege Escalation,http://d3fend.mitre.org/ontologies/d3fend.owl#Deceive,http://d3fend.mitre.org/ontologies/d3fend.owl#enables,http://d3fend.mitre.org/ontologies/d3fend.owl#DecoyFile,http://d3fend.mitre.org/ontologies/d3fend.owl#spoofs,http://d3fend.mitre.org/ontologies/d3fend.owl#File,http://d3fend.mitre.org/ontologies/d3fend.owl#OperatingSystemConfigurationFile,http://d3fend.mitre.org/ontologies/d3fend.owl#may-modify,http://d3fend.mitre.org/ontologies/d3fend.owl#T1543.002,http://d3fend.mitre.org/ontologies/d3fend.owl#T1543,http://d3fend.mitre.org/ontologies/d3fend.owl#enables,http://d3fend.mitre.org/ontologies/d3fend.owl#TA0004
Decoy File,Decoy Object,Deceive,enables,Decoy File,spoofs,File,Property List File,modifies,Launch Daemon,T1543.004,Create or Modify System Process,false,enables,Privilege Escalation,http://d3fend.mitre.org/ontologies/d3fend.owl#Deceive,http://d3fend.mitre.org/ontologies/d3fend.owl#enables,http://d3fend.mitre.org/ontologies/d3fend.owl#DecoyFile,http://d3fend.mitre.org/ontologies/d3fend.owl#spoofs,http://d3fend.mitre.org/ontologies/d3fend.owl#File,http://d3fend.mitre.org/ontologies/d3fend.owl#PropertyListFile,http://d3fend.mitre.org/ontologies/d3fend.owl#modifies,http://d3fend.mitre.org/ontologies/d3fend.owl#T1543.004,http://d3fend.mitre.org/ontologies/d3fend.owl#T1543,http://d3fend.mitre.org/ontologies/d3fend.owl#enables,http://d3fend.mitre.org/ontologies/d3fend.owl#TA0004
Decoy File,Decoy Object,Deceive,enables,Decoy File,spoofs,File,PowerShell Profile Script,modifies,PowerShell Profile,T1546.013,Event Triggered Execution,false,enables,Persistence,http://d3fend.mitre.org/ontologies/d3fend.owl#Deceive,http://d3fend.mitre.org/ontologies/d3fend.owl#enables,http://d3fend.mitre.org/ontologies/d3fend.owl#DecoyFile,http://d3fend.mitre.org/ontologies/d3fend.owl#spoofs,http://d3fend.mitre.org/ontologies/d3fend.owl#File,http://d3fend.mitre.org/ontologies/d3fend.owl#PowerShellProfileScript,http://d3fend.mitre.org/ontologies/d3fend.owl#modifies,http://d3fend.mitre.org/ontologies/d3fend.owl#T1546.013,http://d3fend.mitre.org/ontologies/d3fend.owl#T1546,http://d3fend.mitre.org/ontologies/d3fend.owl#enables,http://d3fend.mitre.org/ontologies/d3fend.owl#TA0003
Decoy File,Decoy Object,Deceive,enables,Decoy File,spoofs,File,Property List File,may-create,Emond,T1546.014,Event Triggered Execution,false,enables,Persistence,http://d3fend.mitre.org/ontologies/d3fend.owl#Deceive,http://d3fend.mitre.org/ontologies/d3fend.owl#enables,http://d3fend.mitre.org/ontologies/d3fend.owl#DecoyFile,http://d3fend.mitre.org/ontologies/d3fend.owl#spoofs,http://d3fend.mitre.org/ontologies/d3fend.owl#File,http://d3fend.mitre.org/ontologies/d3fend.owl#PropertyListFile,http://d3fend.mitre.org/ontologies/d3fend.owl#may-create,http://d3fend.mitre.org/ontologies/d3fend.owl#T1546.014,http://d3fend.mitre.org/ontologies/d3fend.owl#T1546,http://d3fend.mitre.org/ontologies/d3fend.owl#enables,http://d3fend.mitre.org/ontologies/d3fend.owl#TA0003
Decoy File,Decoy Object,Deceive,enables,Decoy File,spoofs,File,Property List File,may-modify,Emond,T1546.014,Event Triggered Execution,false,enables,Persistence,http://d3fend.mitre.org/ontologies/d3fend.owl#Deceive,http://d3fend.mitre.org/ontologies/d3fend.owl#enables,http://d3fend.mitre.org/ontologies/d3fend.owl#DecoyFile,http://d3fend.mitre.org/ontologies/d3fend.owl#spoofs,http://d3fend.mitre.org/ontologies/d3fend.owl#File,http://d3fend.mitre.org/ontologies/d3fend.owl#PropertyListFile,http://d3fend.mitre.org/ontologies/d3fend.owl#may-modify,http://d3fend.mitre.org/ontologies/d3fend.owl#T1546.014,http://d3fend.mitre.org/ontologies/d3fend.owl#T1546,http://d3fend.mitre.org/ontologies/d3fend.owl#enables,http://d3fend.mitre.org/ontologies/d3fend.owl#TA0003
Decoy File,Decoy Object,Deceive,enables,Decoy File,spoofs,File,Executable Binary,loads,Component Object Model Hijacking,T1546.015,Event Triggered Execution,false,enables,Persistence,http://d3fend.mitre.org/ontologies/d3fend.owl#Deceive,http://d3fend.mitre.org/ontologies/d3fend.owl#enables,http://d3fend.mitre.org/ontologies/d3fend.owl#DecoyFile,http://d3fend.mitre.org/ontologies/d3fend.owl#spoofs,http://d3fend.mitre.org/ontologies/d3fend.owl#File,http://d3fend.mitre.org/ontologies/d3fend.owl#ExecutableBinary,http://d3fend.mitre.org/ontologies/d3fend.owl#loads,http://d3fend.mitre.org/ontologies/d3fend.owl#T1546.015,http://d3fend.mitre.org/ontologies/d3fend.owl#T1546,http://d3fend.mitre.org/ontologies/d3fend.owl#enables,http://d3fend.mitre.org/ontologies/d3fend.owl#TA0003
Decoy File,Decoy Object,Deceive,enables,Decoy File,spoofs,File,Executable File,creates,Screensaver,T1546.002,Event Triggered Execution,false,enables,Persistence,http://d3fend.mitre.org/ontologies/d3fend.owl#Deceive,http://d3fend.mitre.org/ontologies/d3fend.owl#enables,http://d3fend.mitre.org/ontologies/d3fend.owl#DecoyFile,http://d3fend.mitre.org/ontologies/d3fend.owl#spoofs,http://d3fend.mitre.org/ontologies/d3fend.owl#File,http://d3fend.mitre.org/ontologies/d3fend.owl#ExecutableFile,http://d3fend.mitre.org/ontologies/d3fend.owl#creates,http://d3fend.mitre.org/ontologies/d3fend.owl#T1546.002,http://d3fend.mitre.org/ontologies/d3fend.owl#T1546,http://d3fend.mitre.org/ontologies/d3fend.owl#enables,http://d3fend.mitre.org/ontologies/d3fend.owl#TA0003
Decoy File,Decoy Object,Deceive,enables,Decoy File,spoofs,File,User Init Configuration File,modifies,Unix Shell Configuration Modification,T1546.004,Event Triggered Execution,false,enables,Persistence,http://d3fend.mitre.org/ontologies/d3fend.owl#Deceive,http://d3fend.mitre.org/ontologies/d3fend.owl#enables,http://d3fend.mitre.org/ontologies/d3fend.owl#DecoyFile,http://d3fend.mitre.org/ontologies/d3fend.owl#spoofs,http://d3fend.mitre.org/ontologies/d3fend.owl#File,http://d3fend.mitre.org/ontologies/d3fend.owl#UserInitConfigurationFile,http://d3fend.mitre.org/ontologies/d3fend.owl#modifies,http://d3fend.mitre.org/ontologies/d3fend.owl#T1546.004,http://d3fend.mitre.org/ontologies/d3fend.owl#T1546,http://d3fend.mitre.org/ontologies/d3fend.owl#enables,http://d3fend.mitre.org/ontologies/d3fend.owl#TA0003
Decoy File,Decoy Object,Deceive,enables,Decoy File,spoofs,File,Executable Script,may-create,Trap,T1546.005,Event Triggered Execution,false,enables,Persistence,http://d3fend.mitre.org/ontologies/d3fend.owl#Deceive,http://d3fend.mitre.org/ontologies/d3fend.owl#enables,http://d3fend.mitre.org/ontologies/d3fend.owl#DecoyFile,http://d3fend.mitre.org/ontologies/d3fend.owl#spoofs,http://d3fend.mitre.org/ontologies/d3fend.owl#File,http://d3fend.mitre.org/ontologies/d3fend.owl#ExecutableScript,http://d3fend.mitre.org/ontologies/d3fend.owl#may-create,http://d3fend.mitre.org/ontologies/d3fend.owl#T1546.005,http://d3fend.mitre.org/ontologies/d3fend.owl#T1546,http://d3fend.mitre.org/ontologies/d3fend.owl#enables,http://d3fend.mitre.org/ontologies/d3fend.owl#TA0003
Decoy File,Decoy Object,Deceive,enables,Decoy File,spoofs,File,Executable Script,may-modify,Trap,T1546.005,Event Triggered Execution,false,enables,Persistence,http://d3fend.mitre.org/ontologies/d3fend.owl#Deceive,http://d3fend.mitre.org/ontologies/d3fend.owl#enables,http://d3fend.mitre.org/ontologies/d3fend.owl#DecoyFile,http://d3fend.mitre.org/ontologies/d3fend.owl#spoofs,http://d3fend.mitre.org/ontologies/d3fend.owl#File,http://d3fend.mitre.org/ontologies/d3fend.owl#ExecutableScript,http://d3fend.mitre.org/ontologies/d3fend.owl#may-modify,http://d3fend.mitre.org/ontologies/d3fend.owl#T1546.005,http://d3fend.mitre.org/ontologies/d3fend.owl#T1546,http://d3fend.mitre.org/ontologies/d3fend.owl#enables,http://d3fend.mitre.org/ontologies/d3fend.owl#TA0003
Decoy File,Decoy Object,Deceive,enables,Decoy File,spoofs,File,Executable Binary,modifies,LC_LOAD_DYLIB Addition,T1546.006,Event Triggered Execution,false,enables,Persistence,http://d3fend.mitre.org/ontologies/d3fend.owl#Deceive,http://d3fend.mitre.org/ontologies/d3fend.owl#enables,http://d3fend.mitre.org/ontologies/d3fend.owl#DecoyFile,http://d3fend.mitre.org/ontologies/d3fend.owl#spoofs,http://d3fend.mitre.org/ontologies/d3fend.owl#File,http://d3fend.mitre.org/ontologies/d3fend.owl#ExecutableBinary,http://d3fend.mitre.org/ontologies/d3fend.owl#modifies,http://d3fend.mitre.org/ontologies/d3fend.owl#T1546.006,http://d3fend.mitre.org/ontologies/d3fend.owl#T1546,http://d3fend.mitre.org/ontologies/d3fend.owl#enables,http://d3fend.mitre.org/ontologies/d3fend.owl#TA0003
Decoy File,Decoy Object,Deceive,enables,Decoy File,spoofs,File,Executable Binary,may-modify,Accessibility Features,T1546.008,Event Triggered Execution,false,enables,Persistence,http://d3fend.mitre.org/ontologies/d3fend.owl#Deceive,http://d3fend.mitre.org/ontologies/d3fend.owl#enables,http://d3fend.mitre.org/ontologies/d3fend.owl#DecoyFile,http://d3fend.mitre.org/ontologies/d3fend.owl#spoofs,http://d3fend.mitre.org/ontologies/d3fend.owl#File,http://d3fend.mitre.org/ontologies/d3fend.owl#ExecutableBinary,http://d3fend.mitre.org/ontologies/d3fend.owl#may-modify,http://d3fend.mitre.org/ontologies/d3fend.owl#T1546.008,http://d3fend.mitre.org/ontologies/d3fend.owl#T1546,http://d3fend.mitre.org/ontologies/d3fend.owl#enables,http://d3fend.mitre.org/ontologies/d3fend.owl#TA0003
Decoy File,Decoy Object,Deceive,enables,Decoy File,spoofs,File,Shared Library File,loads,AppCert DLLs,T1546.009,Event Triggered Execution,false,enables,Persistence,http://d3fend.mitre.org/ontologies/d3fend.owl#Deceive,http://d3fend.mitre.org/ontologies/d3fend.owl#enables,http://d3fend.mitre.org/ontologies/d3fend.owl#DecoyFile,http://d3fend.mitre.org/ontologies/d3fend.owl#spoofs,http://d3fend.mitre.org/ontologies/d3fend.owl#File,http://d3fend.mitre.org/ontologies/d3fend.owl#SharedLibraryFile,http://d3fend.mitre.org/ontologies/d3fend.owl#loads,http://d3fend.mitre.org/ontologies/d3fend.owl#T1546.009,http://d3fend.mitre.org/ontologies/d3fend.owl#T1546,http://d3fend.mitre.org/ontologies/d3fend.owl#enables,http://d3fend.mitre.org/ontologies/d3fend.owl#TA0003
Decoy File,Decoy Object,Deceive,enables,Decoy File,spoofs,File,Certificate File,may-transfer,Web Protocols,T1071.001,Application Layer Protocol,false,enables,Command And Control,http://d3fend.mitre.org/ontologies/d3fend.owl#Deceive,http://d3fend.mitre.org/ontologies/d3fend.owl#enables,http://d3fend.mitre.org/ontologies/d3fend.owl#DecoyFile,http://d3fend.mitre.org/ontologies/d3fend.owl#spoofs,http://d3fend.mitre.org/ontologies/d3fend.owl#File,http://d3fend.mitre.org/ontologies/d3fend.owl#CertificateFile,http://d3fend.mitre.org/ontologies/d3fend.owl#may-transfer,http://d3fend.mitre.org/ontologies/d3fend.owl#T1071.001,http://d3fend.mitre.org/ontologies/d3fend.owl#T1071,http://d3fend.mitre.org/ontologies/d3fend.owl#enables,http://d3fend.mitre.org/ontologies/d3fend.owl#TA0011
